#RollName DetId Area x1 y1 z1 x2 y2 z2 x3 y3 z3 x4 y4 z4
RE+2_R2_CH16_B 637612326 4099.63 -395.476 184.415 788.8 -357.446 250.285 788.8 -313.125 219.252 788.8 -346.44 161.548 788.8 
RE+2_R2_CH16_C 637645094 3183.15 -345.53 161.125 788.8 -312.303 218.675 788.8 -272.916 191.096 788.8 -301.952 140.804 788.8 
RE+2_R3_CH16_A 637579562 6298.69 -631.016 294.249 788.8 -570.335 399.351 788.8 -527.659 369.469 788.8 -583.798 272.231 788.8 
RE+2_R3_CH16_B 637612330 8508.85 -582.889 271.807 788.8 -526.836 368.893 788.8 -464.425 325.193 788.8 -513.838 239.607 788.8 
RE+2_R3_CH16_C 637645098 5958.46 -512.928 239.183 788.8 -463.603 324.617 788.8 -413.937 289.841 788.8 -457.978 213.559 788.8 
RE+2_R2_CH18_A 637587750 5369.87 -497.4 43.5177 788.8 -482.287 129.227 788.8 -422.462 113.197 788.8 -435.7 38.1196 788.8 
RE+2_R2_CH18_B 637620518 4099.63 -434.7 38.0326 788.8 -421.492 112.937 788.8 -369.23 98.9341 788.8 -380.8 33.3164 788.8 
RE+2_R2_CH18_C 637653286 3183.15 -379.8 33.2294 788.8 -368.26 98.6738 788.8 -321.816 86.2287 788.8 -331.9 29.039 788.8 
RE+2_R3_CH18_A 637587754 6298.69 -693.6 60.6833 788.8 -672.526 180.201 788.8 -622.203 166.717 788.8 -641.7 56.1429 788.8 
RE+2_R3_CH18_B 637620522 8508.85 -640.7 56.055 788.8 -621.233 166.458 788.8 -547.639 146.739 788.8 -564.8 49.4142 788.8 
RE+2_R3_CH18_C 637653290 5958.46 -563.8 49.3272 788.8 -546.669 146.478 788.8 -488.105 130.786 788.8 -503.4 44.0426 788.8 
RE+2_R2_CH20_A 637571494 5369.87 -482.287 -129.227 788.8 -497.4 -43.5177 788.8 -435.7 -38.1196 788.8 -422.462 -113.197 788.8 
RE+2_R2_CH20_B 637604262 4099.63 -421.492 -112.937 788.8 -434.7 -38.0326 788.8 -380.8 -33.3164 788.8 -369.23 -98.9341 788.8 
RE+2_R2_CH20_C 637637030 3183.15 -368.26 -98.6738 788.8 -379.8 -33.2294 788.8 -331.9 -29.039 788.8 -321.816 -86.2287 788.8 
RE+2_R3_CH20_A 637571498 6298.69 -672.526 -180.201 788.8 -693.6 -60.6833 788.8 -641.7 -56.1429 788.8 -622.203 -166.717 788.8 
RE+2_R3_CH20_B 637604266 8508.85 -621.233 -166.458 788.8 -640.7 -56.055 788.8 -564.8 -49.4142 788.8 -547.639 -146.739 788.8 
RE+2_R3_CH20_C 637637034 5958.46 -546.669 -146.478 788.8 -563.8 -49.3272 788.8 -503.4 -44.0426 788.8 -488.105 -130.786 788.8 
RE+2_R2_CH22_A 637579686 5369.87 -409.003 -286.386 788.8 -452.519 -211.014 788.8 -396.386 -184.839 788.8 -358.268 -250.861 788.8 
RE+2_R2_CH22_B 637612454 4099.63 -357.446 -250.285 788.8 -395.476 -184.415 788.8 -346.44 -161.548 788.8 -313.125 -219.252 788.8 
RE+2_R2_CH22_C 637645222 3183.15 -312.303 -218.675 788.8 -345.53 -161.125 788.8 -301.952 -140.804 788.8 -272.916 -191.096 788.8 
RE+2_R3_CH22_A 637579690 6298.69 -570.335 -399.351 788.8 -631.016 -294.249 788.8 -583.798 -272.231 788.8 -527.659 -369.469 788.8 
RE+2_R3_CH22_B 637612458 8508.85 -526.836 -368.893 788.8 -582.889 -271.807 788.8 -513.838 -239.607 788.8 -464.425 -325.193 788.8 
RE+2_R3_CH22_C 637645226 5958.46 -463.603 -324.617 788.8 -512.928 -239.183 788.8 -457.978 -213.559 788.8 -413.937 -289.841 788.8 
RE+2_R2_CH24_A 637587878 5369.87 -286.387 -409.002 788.8 -353.058 -353.059 788.8 -309.263 -309.264 788.8 -250.862 -358.267 788.8 
RE+2_R2_CH24_B 637620646 4099.63 -250.287 -357.445 788.8 -308.552 -308.554 788.8 -270.294 -270.295 788.8 -219.253 -313.124 788.8 
RE+2_R2_CH24_C 637653414 3183.15 -218.677 -312.302 788.8 -269.584 -269.586 788.8 -235.584 -235.586 788.8 -191.098 -272.914 788.8 
RE+2_R3_CH24_A 637587882 6298.69 -399.353 -570.333 788.8 -492.322 -492.323 788.8 -455.483 -455.485 788.8 -369.471 -527.657 788.8 
RE+2_R3_CH24_B 637620650 8508.85 -368.895 -526.835 788.8 -454.773 -454.774 788.8 -400.899 -400.9 788.8 -325.194 -464.424 788.8 
RE+2_R3_CH24_C 637653418 5958.46 -324.618 -463.601 788.8 -400.189 -400.19 788.8 -357.317 -357.318 788.8 -289.842 -413.936 788.8 
RE+2_R2_CH26_A 637571622 5369.87 -129.229 -482.286 788.8 -211.012 -452.52 788.8 -184.837 -396.387 788.8 -113.199 -422.461 788.8 
RE+2_R2_CH26_B 637604390 4099.63 -112.94 -421.491 788.8 -184.413 -395.477 788.8 -161.547 -346.441 788.8 -98.9354 -369.229 788.8 
RE+2_R2_CH26_C 637637158 3183.15 -98.6761 -368.26 788.8 -161.122 -345.531 788.8 -140.801 -301.953 788.8 -86.2316 -321.815 788.8 
RE+2_R3_CH26_A 637571626 6298.69 -180.204 -672.525 788.8 -294.247 -631.017 788.8 -272.229 -583.8 788.8 -166.72 -622.202 788.8 
RE+2_R3_CH26_B 637604394 8508.85 -166.46 -621.232 788.8 -271.805 -582.89 788.8 -239.606 -513.838 788.8 -146.74 -547.639 788.8 
RE+2_R3_CH26_C 637637162 5958.46 -146.481 -546.669 788.8 -239.181 -512.929 788.8 -213.558 -457.978 788.8 -130.788 -488.104 788.8 
RE+2_R2_CH28_A 637579814 5369.87 43.516 -497.4 788.8 -43.516 -497.4 788.8 -38.118 -435.7 788.8 38.118 -435.7 788.8 
RE+2_R2_CH28_B 637612582 4099.63 38.03 -434.7 788.8 -38.03 -434.7 788.8 -33.315 -380.8 788.8 33.315 -380.8 788.8 
RE+2_R2_CH28_C 637645350 3183.15 33.227 -379.8 788.8 -33.227 -379.8 788.8 -29.036 -331.9 788.8 29.036 -331.9 788.8 
RE+2_R3_CH28_A 637579818 6298.69 60.681 -693.6 788.8 -60.681 -693.6 788.8 -56.14 -641.7 788.8 56.14 -641.7 788.8 
RE+2_R3_CH28_B 637612586 8508.85 56.053 -640.7 788.8 -56.053 -640.7 788.8 -49.413 -564.8 788.8 49.413 -564.8 788.8 
RE+2_R3_CH28_C 637645354 5958.46 49.325 -563.8 788.8 -49.325 -563.8 788.8 -44.041 -503.4 788.8 44.041 -503.4 788.8 
RE+2_R2_CH30_A 637588006 5369.87 211.012 -452.52 788.8 129.229 -482.286 788.8 113.199 -422.461 788.8 184.837 -396.387 788.8 
RE+2_R2_CH30_B 637620774 4099.63 184.413 -395.477 788.8 112.94 -421.491 788.8 98.9354 -369.229 788.8 161.547 -346.441 788.8 
RE+2_R2_CH30_C 637653542 3183.15 161.122 -345.531 788.8 98.6761 -368.26 788.8 86.2316 -321.815 788.8 140.801 -301.953 788.8 
RE+2_R3_CH30_A 637588010 6298.69 294.247 -631.017 788.8 180.204 -672.525 788.8 166.72 -622.202 788.8 272.229 -583.8 788.8 
RE+2_R3_CH30_B 637620778 8508.85 271.805 -582.89 788.8 166.46 -621.232 788.8 146.74 -547.639 788.8 239.606 -513.838 788.8 
RE+2_R3_CH30_C 637653546 5958.46 239.181 -512.929 788.8 146.481 -546.669 788.8 130.788 -488.104 788.8 213.558 -457.978 788.8 
RE+2_R2_CH32_A 637571750 5369.87 353.058 -353.059 788.8 286.387 -409.002 788.8 250.862 -358.267 788.8 309.263 -309.264 788.8 
RE+2_R2_CH32_B 637604518 4099.63 308.552 -308.554 788.8 250.287 -357.445 788.8 219.253 -313.124 788.8 270.294 -270.295 788.8 
RE+2_R2_CH32_C 637637286 3183.15 269.584 -269.586 788.8 218.677 -312.302 788.8 191.098 -272.914 788.8 235.584 -235.586 788.8 
RE+2_R3_CH32_A 637571754 6298.69 492.322 -492.323 788.8 399.353 -570.333 788.8 369.471 -527.657 788.8 455.483 -455.485 788.8 
RE+2_R3_CH32_B 637604522 8508.85 454.773 -454.774 788.8 368.895 -526.835 788.8 325.194 -464.424 788.8 400.899 -400.9 788.8 
RE+2_R3_CH32_C 637637290 5958.46 400.189 -400.19 788.8 324.618 -463.601 788.8 289.842 -413.936 788.8 357.317 -357.318 788.8 
RE+2_R2_CH34_A 637579942 5369.87 452.519 -211.014 788.8 409.003 -286.386 788.8 358.268 -250.861 788.8 396.386 -184.839 788.8 
RE+2_R2_CH34_B 637612710 4099.63 395.476 -184.415 788.8 357.446 -250.285 788.8 313.125 -219.252 788.8 346.44 -161.548 788.8 
RE+2_R2_CH34_C 637645478 3183.15 345.53 -161.125 788.8 312.303 -218.675 788.8 272.916 -191.096 788.8 301.952 -140.804 788.8 
RE+2_R3_CH34_A 637579946 6298.69 631.016 -294.249 788.8 570.335 -399.351 788.8 527.659 -369.469 788.8 583.798 -272.231 788.8 
RE+2_R3_CH34_B 637612714 8508.85 582.889 -271.807 788.8 526.836 -368.893 788.8 464.425 -325.193 788.8 513.838 -239.607 788.8 
RE+2_R3_CH34_C 637645482 5958.46 512.928 -239.183 788.8 463.603 -324.617 788.8 413.937 -289.841 788.8 457.978 -213.559 788.8 
RE+2_R2_CH36_A 637588134 5369.87 497.4 -43.5177 788.8 482.287 -129.227 788.8 422.462 -113.197 788.8 435.7 -38.1196 788.8 
RE+2_R2_CH36_B 637620902 4099.63 434.7 -38.0326 788.8 421.492 -112.937 788.8 369.23 -98.9341 788.8 380.8 -33.3164 788.8 
RE+2_R2_CH36_C 637653670 3183.15 379.8 -33.2294 788.8 368.26 -98.6738 788.8 321.816 -86.2287 788.8 331.9 -29.039 788.8 
RE+2_R3_CH36_A 637588138 6298.69 693.6 -60.6833 788.8 672.526 -180.201 788.8 622.203 -166.717 788.8 641.7 -56.1429 788.8 
RE+2_R3_CH36_B 637620906 8508.85 640.7 -56.055 788.8 621.233 -166.458 788.8 547.639 -146.739 788.8 564.8 -49.4142 788.8 
RE+2_R3_CH36_C 637653674 5958.46 563.8 -49.3272 788.8 546.669 -146.478 788.8 488.105 -130.786 788.8 503.4 -44.0426 788.8 
RE+2_R2_CH03_A 637575206 5369.87 452.52 211.012 793.2 482.286 129.229 793.2 422.461 113.199 793.2 396.387 184.837 793.2 
RE+2_R2_CH03_B 637607974 4099.63 395.477 184.413 793.2 421.491 112.94 793.2 369.229 98.9354 793.2 346.441 161.547 793.2 
RE+2_R2_CH03_C 637640742 3183.15 345.531 161.122 793.2 368.26 98.6761 793.2 321.815 86.2316 793.2 301.953 140.801 793.2 
RE+2_R3_CH03_A 637575210 6298.69 631.017 294.247 793.2 672.525 180.204 793.2 622.202 166.72 793.2 583.8 272.229 793.2 
RE+2_R3_CH03_B 637607978 8508.85 582.89 271.805 793.2 621.232 166.46 793.2 547.639 146.74 793.2 513.838 239.606 793.2 
RE+2_R3_CH03_C 637640746 5958.46 512.929 239.181 793.2 546.669 146.481 793.2 488.104 130.788 793.2 457.978 213.558 793.2 
RE+2_R2_CH05_A 637583398 5369.87 353.059 353.058 793.2 409.002 286.387 793.2 358.267 250.862 793.2 309.264 309.263 793.2 
RE+2_R2_CH05_B 637616166 4099.63 308.554 308.552 793.2 357.445 250.287 793.2 313.124 219.253 793.2 270.295 270.294 793.2 
RE+2_R2_CH05_C 637648934 3183.15 269.586 269.584 793.2 312.302 218.677 793.2 272.914 191.098 793.2 235.586 235.584 793.2 
RE+2_R3_CH05_A 637583402 6298.69 492.323 492.322 793.2 570.333 399.353 793.2 527.657 369.471 793.2 455.485 455.483 793.2 
RE+2_R3_CH05_B 637616170 8508.85 454.774 454.773 793.2 526.835 368.895 793.2 464.424 325.194 793.2 400.9 400.899 793.2 
RE+2_R3_CH05_C 637648938 5958.46 400.19 400.189 793.2 463.601 324.618 793.2 413.936 289.842 793.2 357.318 357.317 793.2 
RE+2_R2_CH07_A 637567142 5369.87 211.014 452.519 793.2 286.386 409.003 793.2 250.861 358.268 793.2 184.839 396.386 793.2 
RE+2_R2_CH07_B 637599910 4099.63 184.415 395.476 793.2 250.285 357.446 793.2 219.252 313.125 793.2 161.548 346.44 793.2 
RE+2_R2_CH07_C 637632678 3183.15 161.125 345.53 793.2 218.675 312.303 793.2 191.096 272.916 793.2 140.804 301.952 793.2 
RE+2_R3_CH07_A 637567146 6298.69 294.249 631.016 793.2 399.351 570.335 793.2 369.469 527.659 793.2 272.231 583.798 793.2 
RE+2_R3_CH07_B 637599914 8508.85 271.807 582.889 793.2 368.893 526.836 793.2 325.193 464.425 793.2 239.607 513.838 793.2 
RE+2_R3_CH07_C 637632682 5958.46 239.183 512.928 793.2 324.617 463.603 793.2 289.841 413.937 793.2 213.559 457.978 793.2 
RE+2_R2_CH09_A 637575334 5369.87 43.5177 497.4 793.2 129.227 482.287 793.2 113.197 422.462 793.2 38.1196 435.7 793.2 
RE+2_R2_CH09_B 637608102 4099.63 38.0326 434.7 793.2 112.937 421.492 793.2 98.9341 369.23 793.2 33.3164 380.8 793.2 
RE+2_R2_CH09_C 637640870 3183.15 33.2294 379.8 793.2 98.6738 368.26 793.2 86.2287 321.816 793.2 29.039 331.9 793.2 
RE+2_R3_CH09_A 637575338 6298.69 60.6833 693.6 793.2 180.201 672.526 793.2 166.717 622.203 793.2 56.1429 641.7 793.2 
RE+2_R3_CH09_B 637608106 8508.85 56.055 640.7 793.2 166.458 621.233 793.2 146.739 547.639 793.2 49.4142 564.8 793.2 
RE+2_R3_CH09_C 637640874 5958.46 49.3272 563.8 793.2 146.478 546.669 793.2 130.786 488.105 793.2 44.0426 503.4 793.2 
RE+2_R2_CH11_A 637583526 5369.87 -129.227 482.287 793.2 -43.5177 497.4 793.2 -38.1196 435.7 793.2 -113.197 422.462 793.2 
RE+2_R2_CH11_B 637616294 4099.63 -112.937 421.492 793.2 -38.0326 434.7 793.2 -33.3164 380.8 793.2 -98.9341 369.23 793.2 
RE+2_R2_CH11_C 637649062 3183.15 -98.6738 368.26 793.2 -33.2294 379.8 793.2 -29.039 331.9 793.2 -86.2287 321.816 793.2 
RE+2_R3_CH11_A 637583530 6298.69 -180.201 672.526 793.2 -60.6833 693.6 793.2 -56.1429 641.7 793.2 -166.717 622.203 793.2 
RE+2_R3_CH11_B 637616298 8508.85 -166.458 621.233 793.2 -56.055 640.7 793.2 -49.4142 564.8 793.2 -146.739 547.639 793.2 
RE+2_R3_CH11_C 637649066 5958.46 -146.478 546.669 793.2 -49.3272 563.8 793.2 -44.0426 503.4 793.2 -130.786 488.105 793.2 
RE+2_R2_CH13_A 637567270 5369.87 -286.386 409.003 793.2 -211.014 452.519 793.2 -184.839 396.386 793.2 -250.861 358.268 793.2 
RE+2_R2_CH13_B 637600038 4099.63 -250.285 357.446 793.2 -184.415 395.476 793.2 -161.548 346.44 793.2 -219.252 313.125 793.2 
RE+2_R2_CH13_C 637632806 3183.15 -218.675 312.303 793.2 -161.125 345.53 793.2 -140.804 301.952 793.2 -191.096 272.916 793.2 
RE+2_R3_CH13_A 637567274 6298.69 -399.351 570.335 793.2 -294.249 631.016 793.2 -272.231 583.798 793.2 -369.469 527.659 793.2 
RE+2_R3_CH13_B 637600042 8508.85 -368.893 526.836 793.2 -271.807 582.889 793.2 -239.607 513.838 793.2 -325.193 464.425 793.2 
RE+2_R3_CH13_C 637632810 5958.46 -324.617 463.603 793.2 -239.183 512.928 793.2 -213.559 457.978 793.2 -289.841 413.937 793.2 
RE+2_R2_CH15_A 637575462 5369.87 -409.002 286.387 793.2 -353.059 353.058 793.2 -309.264 309.263 793.2 -358.267 250.862 793.2 
RE+2_R2_CH15_B 637608230 4099.63 -357.445 250.287 793.2 -308.554 308.552 793.2 -270.295 270.294 793.2 -313.124 219.253 793.2 
RE+2_R2_CH15_C 637640998 3183.15 -312.302 218.677 793.2 -269.586 269.584 793.2 -235.586 235.584 793.2 -272.914 191.098 793.2 
RE+2_R3_CH15_A 637575466 6298.69 -570.333 399.353 793.2 -492.323 492.322 793.2 -455.485 455.483 793.2 -527.657 369.471 793.2 
RE+2_R3_CH15_B 637608234 8508.85 -526.835 368.895 793.2 -454.774 454.773 793.2 -400.9 400.899 793.2 -464.424 325.194 793.2 
RE+2_R3_CH15_C 637641002 5958.46 -463.601 324.618 793.2 -400.19 400.189 793.2 -357.318 357.317 793.2 -413.936 289.842 793.2 
RE+2_R2_CH17_A 637583654 5369.87 -482.286 129.229 793.2 -452.52 211.012 793.2 -396.387 184.837 793.2 -422.461 113.199 793.2 
RE+2_R2_CH17_B 637616422 4099.63 -421.491 112.94 793.2 -395.477 184.413 793.2 -346.441 161.547 793.2 -369.229 98.9354 793.2 
RE+2_R2_CH17_C 637649190 3183.15 -368.26 98.6761 793.2 -345.531 161.122 793.2 -301.953 140.801 793.2 -321.815 86.2316 793.2 
RE+2_R3_CH17_A 637583658 6298.69 -672.525 180.204 793.2 -631.017 294.247 793.2 -583.8 272.229 793.2 -622.202 166.72 793.2 
RE+2_R3_CH17_B 637616426 8508.85 -621.232 166.46 793.2 -582.89 271.805 793.2 -513.838 239.606 793.2 -547.639 146.74 793.2 
RE+2_R3_CH17_C 637649194 5958.46 -546.669 146.481 793.2 -512.929 239.181 793.2 -457.978 213.558 793.2 -488.104 130.788 793.2 
RE+2_R2_CH19_A 637567398 5369.87 -497.4 -43.516 793.2 -497.4 43.516 793.2 -435.7 38.118 793.2 -435.7 -38.118 793.2 
RE+2_R2_CH19_B 637600166 4099.63 -434.7 -38.03 793.2 -434.7 38.03 793.2 -380.8 33.315 793.2 -380.8 -33.315 793.2 
RE+2_R2_CH19_C 637632934 3183.15 -379.8 -33.227 793.2 -379.8 33.227 793.2 -331.9 29.036 793.2 -331.9 -29.036 793.2 
RE+2_R3_CH19_A 637567402 6298.69 -693.6 -60.681 793.2 -693.6 60.681 793.2 -641.7 56.14 793.2 -641.7 -56.14 793.2 
RE+2_R3_CH19_B 637600170 8508.85 -640.7 -56.053 793.2 -640.7 56.053 793.2 -564.8 49.413 793.2 -564.8 -49.413 793.2 
RE+2_R3_CH19_C 637632938 5958.46 -563.8 -49.325 793.2 -563.8 49.325 793.2 -503.4 44.041 793.2 -503.4 -44.041 793.2 
RE+2_R2_CH21_A 637575590 5369.87 -452.52 -211.012 793.2 -482.286 -129.229 793.2 -422.461 -113.199 793.2 -396.387 -184.837 793.2 
RE+2_R2_CH21_B 637608358 4099.63 -395.477 -184.413 793.2 -421.491 -112.94 793.2 -369.229 -98.9354 793.2 -346.441 -161.547 793.2 
RE+2_R2_CH21_C 637641126 3183.15 -345.531 -161.122 793.2 -368.26 -98.6761 793.2 -321.815 -86.2316 793.2 -301.953 -140.801 793.2 
RE+2_R3_CH21_A 637575594 6298.69 -631.017 -294.247 793.2 -672.525 -180.204 793.2 -622.202 -166.72 793.2 -583.8 -272.229 793.2 
RE+2_R3_CH21_B 637608362 8508.85 -582.89 -271.805 793.2 -621.232 -166.46 793.2 -547.639 -146.74 793.2 -513.838 -239.606 793.2 
RE+2_R3_CH21_C 637641130 5958.46 -512.929 -239.181 793.2 -546.669 -146.481 793.2 -488.104 -130.788 793.2 -457.978 -213.558 793.2 
RE+2_R2_CH23_A 637583782 5369.87 -353.059 -353.058 793.2 -409.002 -286.387 793.2 -358.267 -250.862 793.2 -309.264 -309.263 793.2 
RE+2_R2_CH23_B 637616550 4099.63 -308.554 -308.552 793.2 -357.445 -250.287 793.2 -313.124 -219.253 793.2 -270.295 -270.294 793.2 
RE+2_R2_CH23_C 637649318 3183.15 -269.586 -269.584 793.2 -312.302 -218.677 793.2 -272.914 -191.098 793.2 -235.586 -235.584 793.2 
RE+2_R3_CH23_A 637583786 6298.69 -492.323 -492.322 793.2 -570.333 -399.353 793.2 -527.657 -369.471 793.2 -455.485 -455.483 793.2 
RE+2_R3_CH23_B 637616554 8508.85 -454.774 -454.773 793.2 -526.835 -368.895 793.2 -464.424 -325.194 793.2 -400.9 -400.899 793.2 
RE+2_R3_CH23_C 637649322 5958.46 -400.19 -400.189 793.2 -463.601 -324.618 793.2 -413.936 -289.842 793.2 -357.318 -357.317 793.2 
RE+2_R2_CH25_A 637567526 5369.87 -211.014 -452.519 793.2 -286.386 -409.003 793.2 -250.861 -358.268 793.2 -184.839 -396.386 793.2 
RE+2_R2_CH25_B 637600294 4099.63 -184.415 -395.476 793.2 -250.285 -357.446 793.2 -219.252 -313.125 793.2 -161.548 -346.44 793.2 
RE+2_R2_CH25_C 637633062 3183.15 -161.125 -345.53 793.2 -218.675 -312.303 793.2 -191.096 -272.916 793.2 -140.804 -301.952 793.2 
RE+2_R3_CH25_A 637567530 6298.69 -294.249 -631.016 793.2 -399.351 -570.335 793.2 -369.469 -527.659 793.2 -272.231 -583.798 793.2 
RE+2_R3_CH25_B 637600298 8508.85 -271.807 -582.889 793.2 -368.893 -526.836 793.2 -325.193 -464.425 793.2 -239.607 -513.838 793.2 
RE+2_R3_CH25_C 637633066 5958.46 -239.183 -512.928 793.2 -324.617 -463.603 793.2 -289.841 -413.937 793.2 -213.559 -457.978 793.2 
RE+2_R2_CH27_A 637575718 5369.87 -43.5177 -497.4 793.2 -129.227 -482.287 793.2 -113.197 -422.462 793.2 -38.1196 -435.7 793.2 
RE+2_R2_CH27_B 637608486 4099.63 -38.0326 -434.7 793.2 -112.937 -421.492 793.2 -98.9341 -369.23 793.2 -33.3164 -380.8 793.2 
RE+2_R2_CH27_C 637641254 3183.15 -33.2294 -379.8 793.2 -98.6738 -368.26 793.2 -86.2287 -321.816 793.2 -29.039 -331.9 793.2 
RE+2_R3_CH27_A 637575722 6298.69 -60.6833 -693.6 793.2 -180.201 -672.526 793.2 -166.717 -622.203 793.2 -56.1429 -641.7 793.2 
RE+2_R3_CH27_B 637608490 8508.85 -56.055 -640.7 793.2 -166.458 -621.233 793.2 -146.739 -547.639 793.2 -49.4142 -564.8 793.2 
RE+2_R3_CH27_C 637641258 5958.46 -49.3272 -563.8 793.2 -146.478 -546.669 793.2 -130.786 -488.105 793.2 -44.0426 -503.4 793.2 
RE+2_R2_CH29_A 637583910 5369.87 129.227 -482.287 793.2 43.5177 -497.4 793.2 38.1196 -435.7 793.2 113.197 -422.462 793.2 
RE+2_R2_CH29_B 637616678 4099.63 112.937 -421.492 793.2 38.0326 -434.7 793.2 33.3164 -380.8 793.2 98.9341 -369.23 793.2 
RE+2_R2_CH29_C 637649446 3183.15 98.6738 -368.26 793.2 33.2294 -379.8 793.2 29.039 -331.9 793.2 86.2287 -321.816 793.2 
RE+2_R3_CH29_A 637583914 6298.69 180.201 -672.526 793.2 60.6833 -693.6 793.2 56.1429 -641.7 793.2 166.717 -622.203 793.2 
RE+2_R3_CH29_B 637616682 8508.85 166.458 -621.233 793.2 56.055 -640.7 793.2 49.4142 -564.8 793.2 146.739 -547.639 793.2 
RE+2_R3_CH29_C 637649450 5958.46 146.478 -546.669 793.2 49.3272 -563.8 793.2 44.0426 -503.4 793.2 130.786 -488.105 793.2 
RE+2_R2_CH31_A 637567654 5369.87 286.386 -409.003 793.2 211.014 -452.519 793.2 184.839 -396.386 793.2 250.861 -358.268 793.2 
RE+2_R2_CH31_B 637600422 4099.63 250.285 -357.446 793.2 184.415 -395.476 793.2 161.548 -346.44 793.2 219.252 -313.125 793.2 
RE+2_R2_CH31_C 637633190 3183.15 218.675 -312.303 793.2 161.125 -345.53 793.2 140.804 -301.952 793.2 191.096 -272.916 793.2 
RE+2_R3_CH31_A 637567658 6298.69 399.351 -570.335 793.2 294.249 -631.016 793.2 272.231 -583.798 793.2 369.469 -527.659 793.2 
RE+2_R3_CH31_B 637600426 8508.85 368.893 -526.836 793.2 271.807 -582.889 793.2 239.607 -513.838 793.2 325.193 -464.425 793.2 
RE+2_R3_CH31_C 637633194 5958.46 324.617 -463.603 793.2 239.183 -512.928 793.2 213.559 -457.978 793.2 289.841 -413.937 793.2 
RE+2_R2_CH33_A 637575846 5369.87 409.002 -286.387 793.2 353.059 -353.058 793.2 309.264 -309.263 793.2 358.267 -250.862 793.2 
RE+2_R2_CH33_B 637608614 4099.63 357.445 -250.287 793.2 308.554 -308.552 793.2 270.295 -270.294 793.2 313.124 -219.253 793.2 
RE+2_R2_CH33_C 637641382 3183.15 312.302 -218.677 793.2 269.586 -269.584 793.2 235.586 -235.584 793.2 272.914 -191.098 793.2 
RE+2_R3_CH33_A 637575850 6298.69 570.333 -399.353 793.2 492.323 -492.322 793.2 455.485 -455.483 793.2 527.657 -369.471 793.2 
RE+2_R3_CH33_B 637608618 8508.85 526.835 -368.895 793.2 454.774 -454.773 793.2 400.9 -400.899 793.2 464.424 -325.194 793.2 
RE+2_R3_CH33_C 637641386 5958.46 463.601 -324.618 793.2 400.19 -400.189 793.2 357.318 -357.317 793.2 413.936 -289.842 793.2 
RE+2_R2_CH35_A 637584038 5369.87 482.286 -129.229 793.2 452.52 -211.012 793.2 396.387 -184.837 793.2 422.461 -113.199 793.2 
RE+2_R2_CH35_B 637616806 4099.63 421.491 -112.94 793.2 395.477 -184.413 793.2 346.441 -161.547 793.2 369.229 -98.9354 793.2 
RE+2_R2_CH35_C 637649574 3183.15 368.26 -98.6761 793.2 345.531 -161.122 793.2 301.953 -140.801 793.2 321.815 -86.2316 793.2 
RE+2_R3_CH35_A 637584042 6298.69 672.525 -180.204 793.2 631.017 -294.247 793.2 583.8 -272.229 793.2 622.202 -166.72 793.2 
RE+2_R3_CH35_B 637616810 8508.85 621.232 -166.46 793.2 582.89 -271.805 793.2 513.838 -239.606 793.2 547.639 -146.74 793.2 
RE+2_R3_CH35_C 637649578 5958.46 546.669 -146.481 793.2 512.929 -239.181 793.2 457.978 -213.558 793.2 488.104 -130.788 793.2 
RE+2_R2_CH01_A 637567014 5369.87 497.4 43.516 793.2 497.4 -43.516 793.2 435.7 -38.118 793.2 435.7 38.118 793.2 
RE+2_R2_CH01_B 637599782 4099.63 434.7 38.03 793.2 434.7 -38.03 793.2 380.8 -33.315 793.2 380.8 33.315 793.2 
RE+2_R2_CH01_C 637632550 3183.15 379.8 33.227 793.2 379.8 -33.227 793.2 331.9 -29.036 793.2 331.9 29.036 793.2 
RE+2_R3_CH01_A 637567018 6298.69 693.6 60.681 793.2 693.6 -60.681 793.2 641.7 -56.14 793.2 641.7 56.14 793.2 
RE+2_R3_CH01_B 637599786 8508.85 640.7 56.053 793.2 640.7 -56.053 793.2 564.8 -49.413 793.2 564.8 49.413 793.2 
RE+2_R3_CH01_C 637632554 5958.46 563.8 49.325 793.2 563.8 -49.325 793.2 503.4 -44.041 793.2 503.4 44.041 793.2 
RE+3_R2_CH02_A 637571142 5369.87 497.4 43.5177 970.8 482.287 129.227 970.8 422.462 113.197 970.8 435.7 38.1196 970.8 
RE+3_R2_CH02_B 637603910 4099.63 434.7 38.0326 970.8 421.492 112.937 970.8 369.23 98.9341 970.8 380.8 33.3164 970.8 
RE+3_R2_CH02_C 637636678 3183.15 379.8 33.2294 970.8 368.26 98.6738 970.8 321.816 86.2287 970.8 331.9 29.039 970.8 
RE+3_R3_CH02_A 637571146 6298.69 693.6 60.6833 970.8 672.526 180.201 970.8 622.203 166.717 970.8 641.7 56.1429 970.8 
RE+3_R3_CH02_B 637603914 8508.85 640.7 56.055 970.8 621.233 166.458 970.8 547.639 146.739 970.8 564.8 49.4142 970.8 
RE+3_R3_CH02_C 637636682 5958.46 563.8 49.3272 970.8 546.669 146.478 970.8 488.105 130.786 970.8 503.4 44.0426 970.8 
RE+3_R2_CH04_A 637579334 5369.87 452.519 211.014 970.8 409.003 286.386 970.8 358.268 250.861 970.8 396.386 184.839 970.8 
RE+3_R2_CH04_B 637612102 4099.63 395.476 184.415 970.8 357.446 250.285 970.8 313.125 219.252 970.8 346.44 161.548 970.8 
